score_id,student_id,course_id,assignment_id,date_submitted,submission_status,points_possible,points_earned,missing_flag,late_flag
AS-STU2026038-HW11,STU2026038,ALG1-A,HW11,2026-10-09,Submitted,20,20.0,No,No
AS-STU2026038-HW12,STU2026038,ALG1-A,HW12,2026-10-13,Submitted,20,19.2,No,No
AS-STU2026038-HW13,STU2026038,ALG1-A,HW13,2026-10-15,Submitted,20,17.5,No,No
AS-STU2026038-HW14,STU2026038,ALG1-A,HW14,2026-10-19,Submitted,10,7.9,No,No
AS-STU2026038-HW15,STU2026038,ALG1-A,HW15,2026-10-24,Late,20,17.7,No,Yes
AS-STU2026038-HW16,STU2026038,ALG1-A,HW16,2026-10-26,Late,20,12.3,No,Yes
AS-STU2026038-HW17,STU2026038,ALG1-A,HW17,2026-10-27,Submitted,20,16.6,No,No
AS-STU2026038-HW18,STU2026038,ALG1-A,HW18,,Missing,10,0,Yes,No
AS-STU2026039-HW01,STU2026039,ALG1-A,HW01,2026-09-11,Submitted,20,13.1,No,No
AS-STU2026039-HW02,STU2026039,ALG1-A,HW02,2026-09-15,Submitted,10,8.2,No,No
AS-STU2026039-HW03,STU2026039,ALG1-A,HW03,,Missing,20,0,Yes,No
AS-STU2026039-HW04,STU2026039,ALG1-A,HW04,2026-09-21,Submitted,20,17.2,No,No
AS-STU2026039-HW05,STU2026039,ALG1-A,HW05,2026-09-23,Submitted,20,15.5,No,No
AS-STU2026039-HW06,STU2026039,ALG1-A,HW06,2026-09-25,Submitted,20,18.8,No,No
AS-STU2026039-HW07,STU2026039,ALG1-A,HW07,2026-09-29,Submitted,10,9.1,No,No
AS-STU2026039-HW08,STU2026039,ALG1-A,HW08,2026-10-01,Submitted,20,14.7,No,No
AS-STU2026039-HW09,STU2026039,ALG1-A,HW09,2026-10-05,Submitted,20,15.9,No,No
AS-STU2026039-HW10,STU2026039,ALG1-A,HW10,2026-10-07,Submitted,15,9.2,No,No
AS-STU2026039-HW11,STU2026039,ALG1-A,HW11,2026-10-09,Submitted,20,13.5,No,No
AS-STU2026039-HW12,STU2026039,ALG1-A,HW12,2026-10-13,Submitted,20,16.0,No,No
AS-STU2026039-HW13,STU2026039,ALG1-A,HW13,2026-10-15,Submitted,20,20.0,No,No
AS-STU2026039-HW14,STU2026039,ALG1-A,HW14,2026-10-19,Submitted,10,6.4,No,No
AS-STU2026039-HW15,STU2026039,ALG1-A,HW15,2026-10-21,Submitted,20,17.1,No,No
AS-STU2026039-HW16,STU2026039,ALG1-A,HW16,,Missing,20,0,Yes,No
AS-STU2026039-HW17,STU2026039,ALG1-A,HW17,2026-10-27,Submitted,20,19.6,No,No
AS-STU2026039-HW18,STU2026039,ALG1-A,HW18,2026-10-29,Submitted,10,6.7,No,No
AS-STU2026040-HW01,STU2026040,ALG1-A,HW01,2026-09-11,Submitted,20,14.4,No,No
AS-STU2026040-HW02,STU2026040,ALG1-A,HW02,2026-09-15,Submitted,10,10.0,No,No
AS-STU2026040-HW03,STU2026040,ALG1-A,HW03,,Missing,20,0,Yes,No
AS-STU2026040-HW04,STU2026040,ALG1-A,HW04,2026-09-23,Late,20,14.8,No,Yes
AS-STU2026040-HW05,STU2026040,ALG1-A,HW05,2026-09-23,Submitted,20,17.6,No,No
AS-STU2026040-HW06,STU2026040,ALG1-A,HW06,2026-09-25,Submitted,20,18.8,No,No
AS-STU2026040-HW07,STU2026040,ALG1-A,HW07,2026-10-02,Late,10,6.7,No,Yes
AS-STU2026040-HW08,STU2026040,ALG1-A,HW08,2026-10-01,Submitted,20,18.3,No,No
AS-STU2026040-HW09,STU2026040,ALG1-A,HW09,,Missing,20,0,Yes,No
AS-STU2026040-HW10,STU2026040,ALG1-A,HW10,2026-10-07,Submitted,15,14.6,No,No
AS-STU2026040-HW11,STU2026040,ALG1-A,HW11,2026-10-09,Submitted,20,18.2,No,No
AS-STU2026040-HW12,STU2026040,ALG1-A,HW12,2026-10-13,Submitted,20,19.5,No,No
AS-STU2026040-HW13,STU2026040,ALG1-A,HW13,2026-10-15,Submitted,20,20.0,No,No
AS-STU2026040-HW14,STU2026040,ALG1-A,HW14,2026-10-19,Submitted,10,8.9,No,No
AS-STU2026040-HW15,STU2026040,ALG1-A,HW15,2026-10-21,Submitted,20,20.0,No,No
AS-STU2026040-HW16,STU2026040,ALG1-A,HW16,2026-10-23,Submitted,20,20.0,No,No
AS-STU2026040-HW17,STU2026040,ALG1-A,HW17,2026-10-27,Submitted,20,20.0,No,No
AS-STU2026040-HW18,STU2026040,ALG1-A,HW18,2026-10-29,Submitted,10,10.0,No,No
AS-STU2026041-HW01,STU2026041,ALG1-B,HW01,2026-09-14,Late,20,17.5,No,Yes
AS-STU2026041-HW02,STU2026041,ALG1-B,HW02,2026-09-15,Submitted,10,7.9,No,No
AS-STU2026041-HW03,STU2026041,ALG1-B,HW03,2026-09-17,Submitted,20,17.8,No,No
AS-STU2026041-HW04,STU2026041,ALG1-B,HW04,2026-09-21,Submitted,20,18.3,No,No
AS-STU2026041-HW05,STU2026041,ALG1-B,HW05,2026-09-23,Submitted,20,12.2,No,No
AS-STU2026041-HW06,STU2026041,ALG1-B,HW06,2026-09-25,Submitted,20,13.0,No,No
AS-STU2026041-HW07,STU2026041,ALG1-B,HW07,2026-09-29,Submitted,10,7.6,No,No
AS-STU2026041-HW08,STU2026041,ALG1-B,HW08,,Missing,20,0,Yes,No
AS-STU2026041-HW09,STU2026041,ALG1-B,HW09,2026-10-05,Submitted,20,17.8,No,No
AS-STU2026041-HW10,STU2026041,ALG1-B,HW10,2026-10-07,Submitted,15,12.4,No,No
AS-STU2026041-HW11,STU2026041,ALG1-B,HW11,2026-10-11,Late,20,6.9,No,Yes
AS-STU2026041-HW12,STU2026041,ALG1-B,HW12,,Missing,20,0,Yes,No
AS-STU2026041-HW13,STU2026041,ALG1-B,HW13,2026-10-15,Submitted,20,17.7,No,No
AS-STU2026041-HW14,STU2026041,ALG1-B,HW14,2026-10-19,Submitted,10,8.7,No,No
AS-STU2026041-HW15,STU2026041,ALG1-B,HW15,2026-10-21,Submitted,20,18.9,No,No
AS-STU2026041-HW16,STU2026041,ALG1-B,HW16,2026-10-23,Submitted,20,16.5,No,No
AS-STU2026041-HW17,STU2026041,ALG1-B,HW17,2026-10-27,Submitted,20,19.8,No,No
AS-STU2026041-HW18,STU2026041,ALG1-B,HW18,2026-10-29,Submitted,10,6.2,No,No
AS-STU2026042-HW01,STU2026042,ALG1-B,HW01,2026-09-11,Submitted,20,13.3,No,No
AS-STU2026042-HW02,STU2026042,ALG1-B,HW02,2026-09-15,Submitted,10,10.0,No,No
AS-STU2026042-HW03,STU2026042,ALG1-B,HW03,2026-09-17,Submitted,20,18.7,No,No
AS-STU2026042-HW04,STU2026042,ALG1-B,HW04,2026-09-21,Submitted,20,19.8,No,No
AS-STU2026042-HW05,STU2026042,ALG1-B,HW05,2026-09-23,Submitted,20,15.5,No,No
AS-STU2026042-HW06,STU2026042,ALG1-B,HW06,2026-09-25,Late,20,13.3,No,Yes
AS-STU2026042-HW07,STU2026042,ALG1-B,HW07,2026-09-29,Submitted,10,9.9,No,No
AS-STU2026042-HW08,STU2026042,ALG1-B,HW08,2026-10-01,Submitted,20,12.0,No,No
AS-STU2026042-HW09,STU2026042,ALG1-B,HW09,2026-10-05,Submitted,20,20.0,No,No
AS-STU2026042-HW10,STU2026042,ALG1-B,HW10,2026-10-07,Submitted,15,12.2,No,No
AS-STU2026042-HW11,STU2026042,ALG1-B,HW11,2026-10-09,Submitted,20,20.0,No,No
AS-STU2026042-HW12,STU2026042,ALG1-B,HW12,2026-10-13,Submitted,20,20.0,No,No
AS-STU2026042-HW13,STU2026042,ALG1-B,HW13,2026-10-17,Late,20,14.1,No,Yes
AS-STU2026042-HW14,STU2026042,ALG1-B,HW14,2026-10-19,Submitted,10,8.6,No,No
AS-STU2026042-HW15,STU2026042,ALG1-B,HW15,2026-10-21,Submitted,20,18.7,No,No
AS-STU2026042-HW16,STU2026042,ALG1-B,HW16,2026-10-23,Submitted,20,15.1,No,No
AS-STU2026042-HW17,STU2026042,ALG1-B,HW17,2026-10-27,Submitted,20,11.0,No,No
AS-STU2026042-HW18,STU2026042,ALG1-B,HW18,2026-10-29,Submitted,10,8.9,No,No
AS-STU2026043-HW01,STU2026043,ALG1-B,HW01,2026-09-11,Submitted,20,13.8,No,No
AS-STU2026043-HW02,STU2026043,ALG1-B,HW02,,Missing,10,0,Yes,No
AS-STU2026043-HW03,STU2026043,ALG1-B,HW03,2026-09-17,Submitted,20,18.1,No,No
AS-STU2026043-HW04,STU2026043,ALG1-B,HW04,,Missing,20,0,Yes,No
AS-STU2026043-HW05,STU2026043,ALG1-B,HW05,2026-09-23,Submitted,20,16.4,No,No
AS-STU2026043-HW06,STU2026043,ALG1-B,HW06,2026-09-25,Submitted,20,20.0,No,No
AS-STU2026043-HW07,STU2026043,ALG1-B,HW07,2026-09-29,Submitted,10,9.9,No,No
AS-STU2026043-HW08,STU2026043,ALG1-B,HW08,2026-10-01,Submitted,20,16.2,No,No
AS-STU2026043-HW09,STU2026043,ALG1-B,HW09,2026-10-05,Submitted,20,15.8,No,No
AS-STU2026043-HW10,STU2026043,ALG1-B,HW10,2026-10-07,Submitted,15,9.1,No,No
AS-STU2026043-HW11,STU2026043,ALG1-B,HW11,2026-10-09,Submitted,20,16.2,No,No
AS-STU2026043-HW12,STU2026043,ALG1-B,HW12,2026-10-13,Submitted,20,19.6,No,No
AS-STU2026043-HW13,STU2026043,ALG1-B,HW13,2026-10-15,Submitted,20,14.8,No,No
AS-STU2026043-HW14,STU2026043,ALG1-B,HW14,2026-10-19,Submitted,10,8.5,No,No
AS-STU2026043-HW15,STU2026043,ALG1-B,HW15,2026-10-21,Submitted,20,19.6,No,No
AS-STU2026043-HW16,STU2026043,ALG1-B,HW16,2026-10-25,Late,20,16.8,No,Yes
AS-STU2026043-HW17,STU2026043,ALG1-B,HW17,2026-10-27,Submitted,20,17.2,No,No
AS-STU2026043-HW18,STU2026043,ALG1-B,HW18,2026-10-29,Submitted,10,6.5,No,No
AS-STU2026044-HW01,STU2026044,ALG1-B,HW01,2026-09-11,Submitted,20,12.5,No,No
AS-STU2026044-HW02,STU2026044,ALG1-B,HW02,2026-09-15,Submitted,10,7.4,No,No
AS-STU2026044-HW03,STU2026044,ALG1-B,HW03,,Missing,20,0,Yes,No
AS-STU2026044-HW04,STU2026044,ALG1-B,HW04,2026-09-21,Submitted,20,11.4,No,No
AS-STU2026044-HW05,STU2026044,ALG1-B,HW05,2026-09-23,Submitted,20,15.1,No,No
AS-STU2026044-HW06,STU2026044,ALG1-B,HW06,2026-09-25,Submitted,20,17.6,No,No
AS-STU2026044-HW07,STU2026044,ALG1-B,HW07,2026-09-29,Submitted,10,8.2,No,No
AS-STU2026044-HW08,STU2026044,ALG1-B,HW08,2026-10-01,Submitted,20,14.8,No,No
AS-STU2026044-HW09,STU2026044,ALG1-B,HW09,2026-10-05,Submitted,20,14.5,No,No
AS-STU2026044-HW10,STU2026044,ALG1-B,HW10,,Missing,15,0,Yes,No
AS-STU2026044-HW11,STU2026044,ALG1-B,HW11,2026-10-09,Submitted,20,15.0,No,No
AS-STU2026044-HW12,STU2026044,ALG1-B,HW12,2026-10-13,Submitted,20,20.0,No,No
AS-STU2026044-HW13,STU2026044,ALG1-B,HW13,2026-10-16,Late,20,17.0,No,Yes
AS-STU2026044-HW14,STU2026044,ALG1-B,HW14,2026-10-19,Submitted,10,8.9,No,No
AS-STU2026044-HW15,STU2026044,ALG1-B,HW15,2026-10-22,Late,20,8.6,No,Yes
AS-STU2026044-HW16,STU2026044,ALG1-B,HW16,2026-10-23,Submitted,20,13.6,No,No
AS-STU2026044-HW17,STU2026044,ALG1-B,HW17,2026-10-27,Submitted,20,12.1,No,No
AS-STU2026044-HW18,STU2026044,ALG1-B,HW18,,Missing,10,0,Yes,No
AS-STU2026045-HW01,STU2026045,ALG1-B,HW01,2026-09-11,Submitted,20,12.6,No,No
AS-STU2026045-HW02,STU2026045,ALG1-B,HW02,2026-09-17,Late,10,6.8,No,Yes
AS-STU2026045-HW03,STU2026045,ALG1-B,HW03,2026-09-17,Submitted,20,10.2,No,No
AS-STU2026045-HW04,STU2026045,ALG1-B,HW04,2026-09-21,Submitted,20,12.4,No,No
AS-STU2026045-HW05,STU2026045,ALG1-B,HW05,2026-09-23,Submitted,20,10.1,No,No
AS-STU2026045-HW06,STU2026045,ALG1-B,HW06,,Missing,20,0,Yes,No
AS-STU2026045-HW07,STU2026045,ALG1-B,HW07,2026-09-29,Submitted,10,4.2,No,No
AS-STU2026045-HW08,STU2026045,ALG1-B,HW08,2026-10-01,Submitted,20,11.6,No,No
AS-STU2026045-HW09,STU2026045,ALG1-B,HW09,2026-10-05,Submitted,20,8.8,No,No
AS-STU2026045-HW10,STU2026045,ALG1-B,HW10,2026-10-07,Submitted,15,7.3,No,No
AS-STU2026045-HW11,STU2026045,ALG1-B,HW11,2026-10-09,Submitted,20,15.4,No,No
AS-STU2026045-HW12,STU2026045,ALG1-B,HW12,2026-10-13,Submitted,20,10.8,No,No
AS-STU2026045-HW13,STU2026045,ALG1-B,HW13,2026-10-15,Submitted,20,13.6,No,No
AS-STU2026045-HW14,STU2026045,ALG1-B,HW14,2026-10-19,Submitted,10,5.6,No,No
AS-STU2026045-HW15,STU2026045,ALG1-B,HW15,2026-10-21,Submitted,20,15.0,No,No
AS-STU2026045-HW16,STU2026045,ALG1-B,HW16,,Missing,20,0,Yes,No
AS-STU2026045-HW17,STU2026045,ALG1-B,HW17,2026-10-27,Submitted,20,12.2,No,No
AS-STU2026045-HW18,STU2026045,ALG1-B,HW18,2026-10-29,Submitted,10,4.5,No,No
AS-STU2026046-HW01,STU2026046,ALG1-B,HW01,2026-09-11,Submitted,20,8.9,No,No
AS-STU2026046-HW02,STU2026046,ALG1-B,HW02,2026-09-15,Submitted,10,7.0,No,No
AS-STU2026046-HW03,STU2026046,ALG1-B,HW03,2026-09-17,Submitted,20,9.2,No,No
AS-STU2026046-HW04,STU2026046,ALG1-B,HW04,2026-09-21,Submitted,20,8.1,No,No
AS-STU2026046-HW05,STU2026046,ALG1-B,HW05,2026-09-23,Submitted,20,10.0,No,No
AS-STU2026046-HW06,STU2026046,ALG1-B,HW06,2026-09-25,Submitted,20,8.0,No,No
AS-STU2026046-HW07,STU2026046,ALG1-B,HW07,2026-09-29,Submitted,10,6.2,No,No
AS-STU2026046-HW08,STU2026046,ALG1-B,HW08,2026-10-01,Submitted,20,7.0,No,No
AS-STU2026046-HW09,STU2026046,ALG1-B,HW09,2026-10-05,Submitted,20,13.2,No,No
AS-STU2026046-HW10,STU2026046,ALG1-B,HW10,2026-10-08,Late,15,6.9,No,Yes
AS-STU2026046-HW11,STU2026046,ALG1-B,HW11,,Missing,20,0,Yes,No
AS-STU2026046-HW12,STU2026046,ALG1-B,HW12,2026-10-13,Submitted,20,11.7,No,No
AS-STU2026046-HW13,STU2026046,ALG1-B,HW13,2026-10-15,Submitted,20,9.5,No,No
AS-STU2026046-HW14,STU2026046,ALG1-B,HW14,,Missing,10,0,Yes,No
AS-STU2026046-HW15,STU2026046,ALG1-B,HW15,2026-10-22,Late,20,7.2,No,Yes
AS-STU2026046-HW16,STU2026046,ALG1-B,HW16,2026-10-23,Submitted,20,12.6,No,No
AS-STU2026046-HW17,STU2026046,ALG1-B,HW17,,Missing,20,0,Yes,No
AS-STU2026046-HW18,STU2026046,ALG1-B,HW18,2026-10-29,Submitted,10,5.9,No,No
AS-STU2026047-HW01,STU2026047,ALG1-B,HW01,,Missing,20,0,Yes,No
AS-STU2026047-HW02,STU2026047,ALG1-B,HW02,,Missing,10,0,Yes,No
AS-STU2026047-HW03,STU2026047,ALG1-B,HW03,2026-09-19,Late,20,18.0,No,Yes
AS-STU2026047-HW04,STU2026047,ALG1-B,HW04,2026-09-21,Submitted,20,11.0,No,No
AS-STU2026047-HW05,STU2026047,ALG1-B,HW05,2026-09-23,Submitted,20,9.5,No,No
AS-STU2026047-HW06,STU2026047,ALG1-B,HW06,,Missing,20,0,Yes,No
AS-STU2026047-HW07,STU2026047,ALG1-B,HW07,2026-09-29,Submitted,10,7.6,No,No
AS-STU2026047-HW08,STU2026047,ALG1-B,HW08,2026-10-01,Submitted,20,14.6,No,No
AS-STU2026047-HW09,STU2026047,ALG1-B,HW09,,Missing,20,0,Yes,No
AS-STU2026047-HW10,STU2026047,ALG1-B,HW10,2026-10-07,Submitted,15,13.6,No,No
AS-STU2026047-HW11,STU2026047,ALG1-B,HW11,,Missing,20,0,Yes,No
AS-STU2026047-HW12,STU2026047,ALG1-B,HW12,2026-10-15,Late,20,16.7,No,Yes
AS-STU2026047-HW13,STU2026047,ALG1-B,HW13,2026-10-15,Submitted,20,12.0,No,No
AS-STU2026047-HW14,STU2026047,ALG1-B,HW14,,Missing,10,0,Yes,No
AS-STU2026047-HW15,STU2026047,ALG1-B,HW15,,Missing,20,0,Yes,No
AS-STU2026047-HW16,STU2026047,ALG1-B,HW16,2026-10-23,Submitted,20,11.1,No,No
AS-STU2026047-HW17,STU2026047,ALG1-B,HW17,,Missing,20,0,Yes,No
AS-STU2026047-HW18,STU2026047,ALG1-B,HW18,2026-10-29,Submitted,10,8.2,No,No
AS-STU2026048-HW01,STU2026048,ALG1-B,HW01,2026-09-11,Submitted,20,17.3,No,No
AS-STU2026048-HW02,STU2026048,ALG1-B,HW02,2026-09-15,Submitted,10,9.8,No,No
AS-STU2026048-HW03,STU2026048,ALG1-B,HW03,,Missing,20,0,Yes,No
AS-STU2026048-HW04,STU2026048,ALG1-B,HW04,2026-09-21,Submitted,20,20.0,No,No
AS-STU2026048-HW05,STU2026048,ALG1-B,HW05,2026-09-23,Submitted,20,15.3,No,No
AS-STU2026048-HW06,STU2026048,ALG1-B,HW06,,Missing,20,0,Yes,No
AS-STU2026048-HW07,STU2026048,ALG1-B,HW07,2026-09-29,Submitted,10,9.2,No,No
AS-STU2026048-HW08,STU2026048,ALG1-B,HW08,2026-10-04,Late,20,18.0,No,Yes
AS-STU2026048-HW09,STU2026048,ALG1-B,HW09,2026-10-05,Submitted,20,19.0,No,No
AS-STU2026048-HW10,STU2026048,ALG1-B,HW10,2026-10-07,Submitted,15,13.9,No,No
AS-STU2026048-HW11,STU2026048,ALG1-B,HW11,2026-10-09,Submitted,20,18.0,No,No
AS-STU2026048-HW12,STU2026048,ALG1-B,HW12,2026-10-13,Submitted,20,20.0,No,No
AS-STU2026048-HW13,STU2026048,ALG1-B,HW13,2026-10-15,Submitted,20,17.4,No,No
AS-STU2026048-HW14,STU2026048,ALG1-B,HW14,,Missing,10,0,Yes,No
AS-STU2026048-HW15,STU2026048,ALG1-B,HW15,2026-10-21,Submitted,20,20.0,No,No
AS-STU2026048-HW16,STU2026048,ALG1-B,HW16,2026-10-23,Submitted,20,18.8,No,No
AS-STU2026048-HW17,STU2026048,ALG1-B,HW17,2026-10-27,Submitted,20,17.1,No,No
AS-STU2026048-HW18,STU2026048,ALG1-B,HW18,2026-10-29,Submitted,10,9.8,No,No
AS-STU2026049-HW01,STU2026049,ALG1-B,HW01,,Missing,20,0,Yes,No
AS-STU2026049-HW02,STU2026049,ALG1-B,HW02,,Missing,10,0,Yes,No
AS-STU2026049-HW03,STU2026049,ALG1-B,HW03,,Missing,20,0,Yes,No
AS-STU2026049-HW04,STU2026049,ALG1-B,HW04,2026-09-21,Submitted,20,14.5,No,No
AS-STU2026049-HW05,STU2026049,ALG1-B,HW05,2026-09-23,Submitted,20,12.2,No,No
AS-STU2026049-HW06,STU2026049,ALG1-B,HW06,2026-09-25,Submitted,20,13.5,No,No
AS-STU2026049-HW07,STU2026049,ALG1-B,HW07,,Missing,10,0,Yes,No
AS-STU2026049-HW08,STU2026049,ALG1-B,HW08,2026-10-01,Submitted,20,9.1,No,No
AS-STU2026049-HW09,STU2026049,ALG1-B,HW09,2026-10-05,Submitted,20,13.3,No,No
AS-STU2026049-HW10,STU2026049,ALG1-B,HW10,2026-10-07,Submitted,15,9.6,No,No
AS-STU2026049-HW11,STU2026049,ALG1-B,HW11,,Missing,20,0,Yes,No
AS-STU2026049-HW12,STU2026049,ALG1-B,HW12,2026-10-13,Submitted,20,8.1,No,No
AS-STU2026049-HW13,STU2026049,ALG1-B,HW13,2026-10-15,Submitted,20,13.3,No,No
AS-STU2026049-HW14,STU2026049,ALG1-B,HW14,2026-10-19,Submitted,10,7.1,No,No
AS-STU2026049-HW15,STU2026049,ALG1-B,HW15,,Missing,20,0,Yes,No
AS-STU2026049-HW16,STU2026049,ALG1-B,HW16,2026-10-23,Submitted,20,12.1,No,No
AS-STU2026049-HW17,STU2026049,ALG1-B,HW17,2026-10-27,Submitted,20,11.2,No,No
AS-STU2026049-HW18,STU2026049,ALG1-B,HW18,2026-10-29,Submitted,10,5.2,No,No
AS-STU2026050-HW01,STU2026050,ALG1-B,HW01,2026-09-11,Submitted,20,19.4,No,No
AS-STU2026050-HW02,STU2026050,ALG1-B,HW02,2026-09-15,Submitted,10,8.8,No,No
AS-STU2026050-HW03,STU2026050,ALG1-B,HW03,2026-09-17,Submitted,20,13.2,No,No
AS-STU2026050-HW04,STU2026050,ALG1-B,HW04,2026-09-21,Submitted,20,16.8,No,No
AS-STU2026050-HW05,STU2026050,ALG1-B,HW05,2026-09-23,Late,20,14.5,No,Yes
AS-STU2026050-HW06,STU2026050,ALG1-B,HW06,2026-09-25,Submitted,20,12.6,No,No
AS-STU2026050-HW07,STU2026050,ALG1-B,HW07,2026-09-29,Submitted,10,8.8,No,No
AS-STU2026050-HW08,STU2026050,ALG1-B,HW08,2026-10-01,Submitted,20,18.9,No,No
AS-STU2026050-HW09,STU2026050,ALG1-B,HW09,2026-10-05,Submitted,20,18.5,No,No
AS-STU2026050-HW10,STU2026050,ALG1-B,HW10,2026-10-07,Submitted,15,14.4,No,No
AS-STU2026050-HW11,STU2026050,ALG1-B,HW11,2026-10-09,Submitted,20,19.8,No,No
AS-STU2026050-HW12,STU2026050,ALG1-B,HW12,2026-10-15,Late,20,18.0,No,Yes
AS-STU2026050-HW13,STU2026050,ALG1-B,HW13,2026-10-17,Late,20,17.4,No,Yes
AS-STU2026050-HW14,STU2026050,ALG1-B,HW14,2026-10-19,Submitted,10,7.1,No,No
AS-STU2026050-HW15,STU2026050,ALG1-B,HW15,2026-10-22,Late,20,16.8,No,Yes
AS-STU2026050-HW16,STU2026050,ALG1-B,HW16,2026-10-23,Submitted,20,20.0,No,No
AS-STU2026050-HW17,STU2026050,ALG1-B,HW17,2026-10-27,Submitted,20,19.0,No,No
AS-STU2026050-HW18,STU2026050,ALG1-B,HW18,2026-10-29,Submitted,10,6.3,No,No
AS-STU2026051-HW01,STU2026051,ALG1-B,HW01,2026-09-11,Submitted,20,16.5,No,No
AS-STU2026051-HW02,STU2026051,ALG1-B,HW02,,Missing,10,0,Yes,No
AS-STU2026051-HW03,STU2026051,ALG1-B,HW03,2026-09-17,Submitted,20,9.6,No,No
AS-STU2026051-HW04,STU2026051,ALG1-B,HW04,2026-09-21,Submitted,20,15.2,No,No
AS-STU2026051-HW05,STU2026051,ALG1-B,HW05,2026-09-23,Submitted,20,11.8,No,No
AS-STU2026051-HW06,STU2026051,ALG1-B,HW06,2026-09-25,Submitted,20,14.4,No,No
AS-STU2026051-HW07,STU2026051,ALG1-B,HW07,2026-09-29,Submitted,10,8.4,No,No
AS-STU2026051-HW08,STU2026051,ALG1-B,HW08,2026-10-01,Submitted,20,12.8,No,No
AS-STU2026051-HW09,STU2026051,ALG1-B,HW09,2026-10-05,Late,20,14.1,No,Yes
AS-STU2026051-HW10,STU2026051,ALG1-B,HW10,2026-10-07,Submitted,15,15.0,No,No
AS-STU2026051-HW11,STU2026051,ALG1-B,HW11,2026-10-09,Submitted,20,17.1,No,No
AS-STU2026051-HW12,STU2026051,ALG1-B,HW12,2026-10-14,Late,20,16.3,No,Yes
AS-STU2026051-HW13,STU2026051,ALG1-B,HW13,2026-10-15,Submitted,20,17.3,No,No
AS-STU2026051-HW14,STU2026051,ALG1-B,HW14,2026-10-19,Submitted,10,6.1,No,No
AS-STU2026051-HW15,STU2026051,ALG1-B,HW15,2026-10-23,Late,20,13.3,No,Yes
AS-STU2026051-HW16,STU2026051,ALG1-B,HW16,2026-10-23,Submitted,20,8.7,No,No
AS-STU2026051-HW17,STU2026051,ALG1-B,HW17,2026-10-29,Late,20,12.5,No,Yes
AS-STU2026051-HW18,STU2026051,ALG1-B,HW18,2026-10-29,Submitted,10,6.6,No,No
AS-STU2026052-HW01,STU2026052,ALG1-B,HW01,2026-09-11,Submitted,20,18.9,No,No
AS-STU2026052-HW02,STU2026052,ALG1-B,HW02,2026-09-15,Submitted,10,6.5,No,No
AS-STU2026052-HW03,STU2026052,ALG1-B,HW03,2026-09-17,Submitted,20,16.7,No,No
AS-STU2026052-HW04,STU2026052,ALG1-B,HW04,2026-09-21,Submitted,20,14.4,No,No
AS-STU2026052-HW05,STU2026052,ALG1-B,HW05,2026-09-23,Submitted,20,10.3,No,No
AS-STU2026052-HW06,STU2026052,ALG1-B,HW06,2026-09-25,Submitted,20,14.0,No,No
AS-STU2026052-HW07,STU2026052,ALG1-B,HW07,2026-09-29,Submitted,10,7.6,No,No
AS-STU2026052-HW08,STU2026052,ALG1-B,HW08,2026-10-01,Submitted,20,12.2,No,No
AS-STU2026052-HW09,STU2026052,ALG1-B,HW09,2026-10-05,Submitted,20,12.0,No,No
AS-STU2026052-HW10,STU2026052,ALG1-B,HW10,2026-10-08,Late,15,8.1,No,Yes
AS-STU2026052-HW11,STU2026052,ALG1-B,HW11,2026-10-09,Submitted,20,14.3,No,No
AS-STU2026052-HW12,STU2026052,ALG1-B,HW12,,Missing,20,0,Yes,No
AS-STU2026052-HW13,STU2026052,ALG1-B,HW13,2026-10-15,Submitted,20,12.4,No,No
AS-STU2026052-HW14,STU2026052,ALG1-B,HW14,2026-10-19,Submitted,10,4.2,No,No
AS-STU2026052-HW15,STU2026052,ALG1-B,HW15,2026-10-21,Submitted,20,7.0,No,No
AS-STU2026052-HW16,STU2026052,ALG1-B,HW16,,Missing,20,0,Yes,No
AS-STU2026052-HW17,STU2026052,ALG1-B,HW17,2026-10-27,Submitted,20,10.6,No,No
AS-STU2026052-HW18,STU2026052,ALG1-B,HW18,,Missing,10,0,Yes,No
AS-STU2026053-HW01,STU2026053,ALG1-B,HW01,2026-09-11,Submitted,20,11.3,No,No
AS-STU2026053-HW02,STU2026053,ALG1-B,HW02,,Missing,10,0,Yes,No
AS-STU2026053-HW03,STU2026053,ALG1-B,HW03,2026-09-17,Submitted,20,14.4,No,No
AS-STU2026053-HW04,STU2026053,ALG1-B,HW04,2026-09-21,Submitted,20,12.6,No,No
AS-STU2026053-HW05,STU2026053,ALG1-B,HW05,2026-09-23,Submitted,20,13.8,No,No
AS-STU2026053-HW06,STU2026053,ALG1-B,HW06,2026-09-25,Submitted,20,15.8,No,No
AS-STU2026053-HW07,STU2026053,ALG1-B,HW07,2026-09-29,Submitted,10,7.5,No,No
AS-STU2026053-HW08,STU2026053,ALG1-B,HW08,2026-10-01,Submitted,20,13.0,No,No
AS-STU2026053-HW09,STU2026053,ALG1-B,HW09,2026-10-05,Submitted,20,16.6,No,No
AS-STU2026053-HW10,STU2026053,ALG1-B,HW10,2026-10-07,Submitted,15,10.3,No,No
AS-STU2026053-HW11,STU2026053,ALG1-B,HW11,,Missing,20,0,Yes,No
AS-STU2026053-HW12,STU2026053,ALG1-B,HW12,2026-10-13,Submitted,20,14.4,No,No
AS-STU2026053-HW13,STU2026053,ALG1-B,HW13,,Missing,20,0,Yes,No
