student_id,grade_level,predicted_grade,pred_lower_95,pred_upper_95,prediction_std,recommendation,intervention,end_of_quarter_grade,run_timestamp_utc,model_version,random_seed,threshold_parent_outreach,data_source
33,11,81,76.87323407981503,85.12676592018497,2.105492816420897,None,Excellent Progress,81,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
34,11,80,73.30439787323051,86.69560212676949,3.4161235340660623,None,Excellent Progress,82,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
35,12,91,83.76202491300225,98.23797508699775,3.692844432141706,None,Excellent Progress,93,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
36,11,84,79.22069362354745,88.77930637645255,2.4384216206390565,None,Excellent Progress,84,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
37,12,86,80.39919925724901,91.60080074275099,2.857551399362748,None,Excellent Progress,85,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
38,12,87,79.01810604931386,94.98189395068614,4.072394872799052,None,Excellent Progress,89,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
39,10,77,71.95936926168956,82.04063073831044,2.571750376688998,None,Monitor Progress,78,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
40,12,80,73.02515335222344,86.97484664777656,3.5585952284574316,None,Excellent Progress,79,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
41,10,88,82.98534852257906,93.01465147742094,2.5584956517453765,None,Excellent Progress,87,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
42,12,95,90.26267553992763,99.73732446007237,2.417002275547129,None,Excellent Progress,95,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
43,12,79,74.89938207583296,83.10061792416704,2.0921520021260402,None,Monitor Progress,80,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
44,10,73,66.17708825793562,79.82291174206438,3.4810774194206027,None,Student Counseling,71,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
45,10,92,85.68347615851883,98.31652384148117,3.222716245653657,None,Excellent Progress,89,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
46,12,86,81.51870956085192,90.48129043914808,2.286372673034735,None,Excellent Progress,87,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
47,11,82,77.07825305811036,86.92174694188964,2.5110953785151215,None,Excellent Progress,83,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
48,10,86,81.40272400654474,90.59727599345526,2.345548976252681,None,Excellent Progress,86,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
49,11,77,71.64306505546315,82.35693494453685,2.7331300737432893,None,Monitor Progress,77,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
50,11,72,65.43660409848682,78.56339590151318,3.348671378323051,None,Student Counseling,70,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
51,11,86,80.34394802004084,91.65605197995916,2.8857408061016154,None,Excellent Progress,85,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
52,10,86,81.80285323582794,90.19714676417206,2.1414014102918677,None,Excellent Progress,86,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
53,11,77,70.01359656475523,83.98640343524477,3.564491548594273,None,Monitor Progress,76,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
54,10,88,83.43782895542046,92.56217104457954,2.327638288050788,None,Excellent Progress,89,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
55,11,73,61.13003545750873,84.86996454249127,6.056104358413913,Parent Outreach,Student Counseling,66,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
56,12,89,80.09851375106382,97.90148624893618,4.541574616804176,None,Excellent Progress,92,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
57,12,85,79.63593439264582,90.36406560735418,2.736768167017441,None,Excellent Progress,87,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
58,10,80,75.9891771417825,84.0108228582175,2.0463381929681126,None,Excellent Progress,80,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
59,12,78,73.70679459610886,82.29320540389114,2.190410920352617,None,Monitor Progress,79,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
60,12,88,78.21365110779305,97.78634889220695,4.993035149085174,None,Excellent Progress,87,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
61,11,81,73.28220289460782,88.71779710539218,3.9376515843837674,None,Excellent Progress,83,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
62,10,85,77.277401017792,92.722598982208,3.940101521534692,None,Excellent Progress,88,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
63,11,87,81.79672601528614,92.20327398471386,2.654731624854008,None,Excellent Progress,88,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
64,11,77,67.47746551384559,86.52253448615441,4.858435962323678,None,Monitor Progress,80,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
65,11,74,61.50964721715195,86.49035278284805,6.372628970840841,Parent Outreach,Student Counseling,69,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
66,11,80,72.94239407164157,87.05760592835843,3.6008193512032785,None,Excellent Progress,79,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
67,11,93,86.894859556079,99.105140443921,3.1148675734290854,None,Excellent Progress,93,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
68,11,78,68.35291663558358,87.64708336441642,4.921981308375724,None,Monitor Progress,72,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
69,11,82,77.01916988444697,86.98083011555303,2.5412398548739943,None,Excellent Progress,81,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
70,10,88,82.81492011247657,93.18507988752343,2.645448922205832,None,Excellent Progress,87,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
71,12,80,73.25053858148667,86.74946141851333,3.4436027645476184,None,Excellent Progress,75,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
72,11,84,77.32321461779698,90.67678538220302,3.4065231541852166,None,Excellent Progress,82,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
73,11,87,81.2691865708261,92.7308134291739,2.9238844026397484,None,Excellent Progress,85,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
74,11,88,83.77057613379789,92.22942386620211,2.1578693194908722,None,Excellent Progress,88,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
75,11,83,78.56281799336561,87.43718200663439,2.263868370731832,None,Excellent Progress,83,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
76,11,92,86.07301703731147,97.92698296268853,3.0239708993308776,None,Excellent Progress,92,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
77,11,92,84.85282297966533,99.14717702033467,3.646518887925853,None,Excellent Progress,91,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
78,12,84,79.80193804714604,88.19806195285396,2.1418683432928365,None,Excellent Progress,85,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
79,12,78,69.82785762238566,86.17214237761434,4.169460396742005,None,Monitor Progress,84,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
80,11,76,66.42404093576002,85.57595906423998,4.8856934001224435,None,Monitor Progress,73,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
81,12,81,74.99382312614755,87.00617687385245,3.0643759560471686,None,Excellent Progress,80,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
82,10,84,76.72686808589312,91.27313191410688,3.7107815888300406,None,Excellent Progress,86,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
83,11,88,81.5300996731016,94.4699003268984,3.3009695545399986,None,Excellent Progress,87,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
84,10,73,64.41582650687907,81.58417349312093,4.379680353633128,Parent Outreach,Student Counseling,70,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
85,10,85,81.25383543340659,88.74616456659341,1.9113084523435775,None,Excellent Progress,85,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
86,11,87,82.70478174710527,91.29521825289473,2.191437884129961,None,Excellent Progress,86,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
87,12,84,71.88569362117666,96.11430637882334,6.1807685606241565,None,Excellent Progress,81,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
88,10,69,58.026467777420066,79.97353222257993,5.598740929887719,Parent Outreach,Refer to Counseling,65,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
89,11,82,75.09114595898856,88.90885404101144,3.524925531128282,None,Excellent Progress,78,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
90,10,92,86.58745370089086,97.41254629910914,2.7615032138311912,None,Excellent Progress,93,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
91,10,85,79.20784349658955,90.79215650341045,2.9551818894951287,None,Excellent Progress,83,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
92,10,83,76.81297817686085,89.18702182313915,3.156643787315889,None,Excellent Progress,85,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
93,10,78,72.68948498166138,83.31051501833862,2.709446437927866,None,Monitor Progress,79,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
94,12,84,74.55574859292702,93.44425140707298,4.818495615853562,None,Excellent Progress,81,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
95,10,83,77.77407246892956,88.22592753107044,2.6662895566685925,None,Excellent Progress,84,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
96,10,80,73.90430546697097,86.09569453302903,3.11004823113726,None,Excellent Progress,80,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
97,10,81,72.87783945984813,89.12216054015187,4.143959459261154,None,Excellent Progress,78,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
98,12,84,80.11168404575966,87.88831595424034,1.983834670530788,None,Excellent Progress,84,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
99,10,74,68.22268596664506,79.77731403335494,2.9476092006912995,None,Student Counseling,75,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
100,10,78,72.8927048254482,83.1072951745518,2.6057628441590768,None,Monitor Progress,79,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
101,12,84,78.7976489776256,89.2023510223744,2.654260725701226,None,Excellent Progress,84,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
102,12,94,86.71364892418708,101.28635107581292,3.717526059088221,None,Excellent Progress,97,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
103,12,87,81.512,92.488,2.8,None,Excellent Progress,85,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
104,10,68,61.85172024058762,74.14827975941239,3.1368774282716245,Parent Outreach,Refer to Counseling,67,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
105,12,91,82.72619946094903,99.27380053905097,4.221326805638245,None,Excellent Progress,94,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
106,12,83,79.11252392418938,86.88747607581062,1.9834061611278715,None,Excellent Progress,83,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
107,10,94,84.88494629747032,103.11505370252968,4.650537603331468,None,Excellent Progress,97,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
108,12,87,76.9023090243363,97.0976909756637,5.151883150848824,None,Excellent Progress,90,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
109,10,81,77.13870050889601,84.86129949110399,1.9700507607673463,None,Excellent Progress,81,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
110,11,86,82.62470016739253,89.37529983260747,1.722091751330341,None,Excellent Progress,86,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
111,12,87,80.81201583712433,93.18798416287567,3.157134776977378,None,Excellent Progress,88,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
112,11,89,83.16923882842043,94.83076117157957,2.9748781487650886,None,Excellent Progress,87,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
113,10,87,83.19684234352557,90.80315765647443,1.9403865594257244,None,Excellent Progress,87,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
114,12,89,82.52594465269256,95.47405534730744,3.3030894629119567,None,Excellent Progress,91,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
115,10,89,85.32381112563569,92.67618887436431,1.8756065685532237,None,Excellent Progress,89,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
116,11,93,89.14547175389777,96.85452824610223,1.9665960439297132,None,Excellent Progress,94,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
117,10,96,90.60932295161359,101.39067704838641,2.7503454328502084,None,Excellent Progress,97,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
118,12,79,74.34294761034407,83.65705238965593,2.3760471375795555,None,Monitor Progress,78,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
119,12,86,82.38280420214775,89.61719579785225,1.8455080601287004,None,Excellent Progress,86,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
120,11,90,86.06654808088366,93.93345191911634,2.006863224038948,None,Excellent Progress,89,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
121,10,82,74.56748979146346,89.43251020853654,3.7920970451717086,None,Excellent Progress,83,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
122,12,83,78.44457037810922,87.55542962189078,2.32419878667897,None,Excellent Progress,82,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
123,11,80,73.62966831632764,86.37033168367236,3.250169226363452,None,Excellent Progress,78,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
124,12,87,82.29616333616909,91.70383666383091,2.399916665219857,None,Excellent Progress,88,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
125,12,73,66.03355779755549,79.96644220244451,3.554307246145161,None,Student Counseling,71,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
126,10,83,77.21633922156563,88.78366077843437,2.9508473359359004,None,Excellent Progress,82,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
127,12,90,86.07138546558714,93.92861453441286,2.0043951706188077,None,Excellent Progress,91,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
128,10,87,83.09280993039755,90.90719006960245,1.9934643212257397,None,Excellent Progress,88,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
129,12,81,74.50071565785893,87.49928434214107,3.315961399051562,None,Excellent Progress,82,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
130,11,95,89.43498045286452,100.56501954713548,2.8392956873140216,None,Excellent Progress,96,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
131,12,81,75.12706023868796,86.87293976131204,2.996397837404105,None,Excellent Progress,82,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
132,10,82,77.29861405966284,86.70138594033716,2.398666296090392,None,Excellent Progress,81,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
133,10,84,77.86848842127816,90.13151157872184,3.128322234041755,None,Excellent Progress,83,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
134,11,90,84.53040586514868,95.46959413485132,2.790609252475165,None,Excellent Progress,92,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
135,12,78,73.94303672188175,82.05696327811825,2.069879223529721,None,Monitor Progress,77,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
136,12,79,74.59963630594015,83.40036369405985,2.2450835173774712,None,Monitor Progress,80,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
137,11,78,70.34497666626679,85.65502333373321,3.905624149863886,None,Monitor Progress,80,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
138,12,79,71.78584197567034,86.21415802432966,3.6806928695559487,None,Monitor Progress,79,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
139,12,81,71.15354052666645,90.84645947333355,5.023703812925279,None,Excellent Progress,82,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
140,10,78,69.71935373536581,86.28064626463419,4.224819522772541,None,Monitor Progress,83,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
141,12,89,81.63345009926628,96.36654990073372,3.75844382690496,None,Excellent Progress,91,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
142,12,93,88.1587206484236,97.8412793515764,2.4700404854981626,None,Excellent Progress,92,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
143,11,83,78.94208991721108,87.05791008278892,2.0703622871372054,None,Excellent Progress,83,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
144,11,92,87.3823797644241,96.6176202355759,2.3559286916203552,None,Excellent Progress,92,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
145,10,82,76.2938747858113,87.7061252141887,2.9112883745860696,None,Excellent Progress,83,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
146,12,83,78.792431885281,87.207568114719,2.146718425877041,None,Excellent Progress,82,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
147,12,84,80.09472766634643,87.90527233365357,1.9924858845171276,None,Excellent Progress,84,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
148,12,85,78.7608240159457,91.2391759840543,3.1832530530889303,None,Excellent Progress,83,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
149,10,78,71.51328827833393,84.48671172166607,3.309546796768403,None,Monitor Progress,79,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
150,10,96,87.69655998998006,104.30344001001994,4.236448984704053,None,Excellent Progress,98,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
151,11,85,80.2649061001919,89.7350938998081,2.415864234595976,None,Excellent Progress,86,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
152,10,90,86.60863357332181,93.39136642667819,1.7302889932031582,None,Excellent Progress,90,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
153,12,80,74.90479159994412,85.09520840005588,2.59959612247749,None,Excellent Progress,81,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
154,12,79,75.35318837338697,82.64681162661303,1.8606181768433845,None,Monitor Progress,79,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
155,10,86,79.91847025823272,92.08152974176728,3.102821296820041,None,Excellent Progress,87,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
156,12,82,76.93382651698543,87.06617348301457,2.5847823892931494,None,Excellent Progress,82,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
157,12,90,85.34707393568306,94.65292606431694,2.373941869549463,None,Excellent Progress,91,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
158,10,71,66.96335156844196,75.03664843155804,2.05951450589696,None,Student Counseling,70,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
159,10,85,77.08754530123552,92.91245469876448,4.036966683043099,None,Excellent Progress,91,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
160,12,83,79.49324284273918,86.50675715726082,1.7891618149289907,None,Excellent Progress,83,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
161,12,80,74.63031537611378,85.36968462388622,2.7396350121868425,None,Excellent Progress,79,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
162,12,90,84.54302771126699,95.45697228873301,2.7841695350678624,None,Excellent Progress,90,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
163,11,84,79.52192541375203,88.47807458624797,2.284731931759172,None,Excellent Progress,84,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
164,11,82,77.44997070778659,86.55002929221341,2.32144351643541,None,Excellent Progress,82,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
165,11,87,81.16314764277868,92.83685235722132,2.977985896541486,None,Excellent Progress,88,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
166,10,79,73.71163087521305,84.28836912478695,2.698147512646408,None,Monitor Progress,79,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
167,11,77,72.02256466038985,81.97743533961015,2.5395078263317084,None,Monitor Progress,76,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
168,10,71,65.08810583315297,76.91189416684703,3.01627253410563,None,Student Counseling,70,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
169,10,87,81.25295378824913,92.74704621175087,2.932166434566769,None,Excellent Progress,88,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
170,11,78,71.70565293616566,84.29434706383434,3.211401563180786,None,Monitor Progress,77,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
171,11,93,86.25660298069289,99.74339701930711,3.4405086833199534,None,Excellent Progress,95,2026-07-04T191933Z,rf_n100_seed42,42,65,synthetic_ml_training_data
